780.1521	8.046489362
781.2183	7.702723404
782.35	5.276595745
783.35	11.28297872
784.35	10.07659574
785.33	2.870212766
786	7.327659574
787.3	5.425531915
788.3	7.29787234
789.53	1.123404255
790.3	6.425531915
791.5	5.382978723
792.3	2.638297872
793.4	3.872340426
794.3	5.531914894
795.2	14.44680851
796.2	0.553191489
798.5	0.70212766
799.3	5.680851064
800.5	7.382978723
801.4	13.19148936
802.3	1.531914894
804.3	6.829787234
805.3	1.340425532
806.4	3.553191489
807.5	1.659574468
808.5	10.91489362
809.4	0.042553191
810.4	2.85106383
811.7	12.27659574
812.5	3.340425532
813.4	17.38297872
815.4	1.957446809
816.5	11.0212766
817.7	1.744680851
818.4	0.382978723
819.6	12.0212766
820.6	7.212765957
821.6	8.063829787
822.5	8.234042553
823.5	6.85106383
824.6	0.14893617
825.5	14.21276596
826.7	8.021276596
827.5	9.723404255
828.5	14.85106383
829.5	5.255319149
830.4	18.27659574
831.5	19.80851064
832.5	12.76595745
833.4	6.765957447
835.5	6.404255319
836.5	11.87234043
837.6	20.95744681
838.5	35.5106383
839.5	6.191489362
840.6	11.5106383
841.6	12.19148936
842.6	10.10638298
843.6	12.5106383
844.5	19.87234043
845.6	19.36170213
846.4	32.19148936
847.5	34.08510638
848.3	29.27659574
849.3	24.9787234
850.4	34.57446809
851.4	30.44680851
852.6	34.82978723
853.5	41.23404255
854.5	33.68085106
855.6	47.55319149
856.5	46.87234043
857.6	26.95744681
858.6	36.72340426
859.6	47.68085106
860.6	43.57446809
861.6	44.08510638
862.5	49.21276596
863.3	55.70212766
864.5	46.78723404
865.6	48.34042553
866.6	31.0212766
867.6	41.80851064
868.7	59.61702128
869.5	72.10638298
870.4	82.55319149
871.4	93.70212766
872.6	67.46808511
873.6	80.14893617
874.6	75.17021277
875.5	94.87234043
876.6	89.89361702
877.5	102.9148936
878.7	112.4893617
879.5	93.29787234
880.6	91.17021277
881.6	113.8510638
882.6	118.4468085
883.5	111.0851064
884.5	106.787234
885.4	85.70212766
886.7	99.57446809
887.8	87.57446809
888.6	97.34042553
889.5	84.9787234
890.8	88.23404255
891.5	103.7446809
892.6	137.5
893.4	181.5
894.4	283.3
895.4	383.9
896.4	540.9
897.5	757.6
898.5	925.9
899.5	1153.04
900.5	1277.05
901.6	1170.7
902.5	1021.5
903.6	796
904.3	564.02
905.3	359.585
906.5	282.8
907.7	175.6
908.6	99.1
909.7	78.8
910.6	74.02
911.6	36.1
912.6	44.1
913.5	28.4
914.2	27.1
915.5	11.01
916.3	22.2
917.3	16.5
918.6	14.1
919.5	23.7
920.4	5.9
921.4	5.8
922.5	5.9
923.3	14.7
924.2	1
925.2	1
926.4	0.9
927.5	0.9
928.6	0.9
929.6	0.9
